음식점,사용자명,리뷰,_merge
스시다온,냥순이52,"인생 첫 오마카세로 입문하러 갔는데
가격도 좋은데 구성이 정말 알차고 맛있어서
만족하고 왔네요",both
스시다온,감탄해,갓성비 오마카세 맛집입니다! 서울에 위치한 오마카세 중에 가격대비 이정도로 퀄리티 좋은 식당이 있을지 모르겠네요. 식사 처음부터 끝까지 섬세하게 챙겨주시고 좋은 음식과 서비스 제공해주셔서 정말 만족했습니다.,both
스시다온,Dmsduddl,"맛있어용
옛날엔 예약하기가 매우 어려웠는데
요새는 쉽게 되서 좋아요",both
스시다온,easy00,"음식이 다 맛있었어요❤️
분위기도 즐겁고 좋은 시간이었어요~
다음에 또 방문하고 싶어요
",both
스시다온,엘렌ez,"친절하고 가성비 좋아요
너무맛있게 잘먹었습니당!",both
스시다온,5TAQ,"첫! 오마카세 대! 성! 공!
예전에 집 근처 오마카세 검색했을때 이 곳이 바로 뜨더라구요!
예약하려고했는데 핫한 곳이라 예약이 꽉 차서 아쉽게 이용을 못했었어요 

금일 남편 생일이라 작일 급하게 예약하려고 봤더니 11월 할인 이벤트와 마침 예약할수있어서 서둘러서 예약했어요 

김태용 쉐프님께 서브받아 오마카세를 즐겼습니다.
충분한 설명으로 좀 더 맛있게 식사를 즐길수있었어요! 

예약할때 남편 생일이여서 오마카세 처음 방문해본다고 기대된다고 메모했는데 쉐프님께서 기념일 베네핏으로 아귀 간(?) 을 마끼에 올려주셨어요 !

정말 정말 가성비 좋게 맛있게 식사했습니다
다음에는 친구부부랑 디너로 이용해보려고합니다

정말 강추! 
오마카세 첫 시도라면 거부감없이 입문할수있습니다! 가성비 최고!
쉐프님도 강추!",both
스시다온,nius,"진짜 맛있게 먹었어요 
다음에 또 방문할게요",both
스시다온,sky****,"친절하고 음식도 맛있어요!
이번엔 디너였는데 나중에 런치도 한번 방문해보고 싶어요!",both
스시다온,happysun0415,"재방문 할게요~
",both
스시다온,양사랑v,하나하나 요리에 대해 설명해 주셔서 더 맛있게 즐길 수 있었습니다. ,both
스시다온,맛집이최고,"늘 자주가는 곳인 스시다온입니다.
오늘은 저녁타임 가봤는데...
완전 환상적으로 너무 좋네요",both
스시다온,오트76,음식 설명도 있고 맛있게 먹었어요.,both
스시다온,ks1****,가성비 좋아 3번째 방문,both
스시다온,리베리베리베리베,"정말 맛있어용

친절하시고 만족도 최고!^^",both
스시다온,도베름 안,"4만 원 남짓하는 돈에 이 정도 맛있는 음식을 대접받을 수 있다는 게 정말 좋았어요! 런치라고 해서 메뉴 구성 면에서 부실하다는 느낌도 전혀 없었고요. n백일이나, n주년 등 기념일이라고 말씀드리면 쉐프님이 뭘 조금이라도 더 챙겨주려고 하시니 참고하세요. 🙂",both
스시다온,SJ535,"이런 좋은 음식과 좋은대접에 이가격이라니 최고다!
또 가고싶은마음이 벌써든다!",both
스시다온,key32,가격 대비 양은 안차지만 좋은.경험이었습니다.,both
스시다온,bigfox2,음식이 맛있어요~^^,both
스시다온,팥듬뿍호빵,친절한 셰프님이 한층 맛을 업그레이드 하는 집입니다ㅎㅎ 구성도 좋고 처음부터 끝까지 깔꼼하네용! 재료 하나하나 신경쓰시는 게 좋았어요! 이 가격에 이 퀄리티면 정말 대만족!! 특히  하나하나 가시를 발라야 해서 직원을 갈아넣는다는 청어가 인상적이었습니다!,both
스시다온,소정낭자38,특별한 날 특별하게 대접받은 느낌이예요~^^,both
스시다온,달mm,"가성비, 퀄리티, 맛, 서비스 별 다섯개 입니다!
재방문의사 10000000% 입니다
혼밥 했는데, 넘 괜찮아서 담엔 가족, 친구들 같이 오고 싶은 곳이에용👍💙",both
스시다온,Lotus09,오랜만에 방문했는데. 여전히 맛있었습니다. 가격에 더하는 구성과 서비스 굿굿,both
스시다온,뚱땅박하,"장점
1. 입문 오마카세라지만 3번째 방문
(그만큼 계속가도 좋음)
2. 적정가격에 특별한날 맛있게먹기 좋음
(비싸기만하고 맛을 못살리는곳도 많음)
3. 친절한 쉐프님의 코스별 상세설명
4. 있을건 다있고 나올건 다나옴
(에피타이저 사시미 메인 후토마끼에 디저트)
5. 사리, 와사비, 주류도 취향따라 상세설명
6. 제철생선으로 준비해주셔서 철따라 방문시 다른느낌

단점
아..  또 가고싶어서 괴롭다",both
스시다온,푸드Man,"석계역에 있는 숨은 가성비 킹왕짱 !스시 오마카세집
여기는 스시다온이였어요ㅎㅎ
진짜 너무 초밥들 맛있고,하나하나 맞춰 주실려는 밥에 양! 다 떠나서 ,이 가격에 이 스시를 어디서 먹기 힘들다고
생각합니다. 강력추천해요. 지금 보신분 달려가세요ㄱㄱ",both
스시다온,jee****,"런치로 남편과 다녀왔는데^^
너무 너무 부드러워서 금방 ㅋ 꿀꺽하고 넘어가 버렸다는...ㅎㅎㅎ
불맛과 비린내도 없고요,
맛집중에 맛집이 동네에 있었네욧^^
담엔 또 ^^방문하고 싶네욧!",both
스시다온,탁61,저녁 시간 2타입? 이라서 음식 제법 빨리주는느낌이 들어서 시간 쫓기듯이 먹은거같아여 음식은 맛있고 서비스가 좋았어여,both
스시다온,아띠단미48,"음식이 맛있어요
정갈하고 요리사의 정성이담긴것같아요
추천합니다",both
스시다온,dpt****,"친절하시고, 음식이 깔끔하니 맛있어요.",both
스시다온,츄르기,"유재현셰프님 담당 테이블에 앉았습니다.
스토리텔링처럼 메뉴에 대하여 친절한 설명과 약간의 넝담~ㅋ 으로 유쾌한 시간이였습니다.
특히, 메인 오마카세중에 청어, 아귀간, 장어, 대뱃살 , 새우는 정말 최고👍
특히 청어는 ⭐️x5 숙성을 통한 사시미의 감칠맛이 크으 
이전하고는 처음인데 석계에 분위기 좋은 오마카세를 만날 수 있다는게 행복한 시간이였습니다❤️",both
스시다온,kite613,"아들이 부모님 위해 예약한 오마카세 맛집
젊은 고객들 사이에서 분위기 좋고 맛 좋은 행복한 시간을 보냈네요",both
스시다온,chh****,"맛 !!서비스!! 분위기 모두
 대만족 입니다 👍👍

김태용 셰프님 세심하게 챙겨주시고
기분좋은 런치 식사로 정말
소소한행복 느꼈습니다 ~ 

재방문의사 100%에요 
",both
스시다온,tnw****,역시 스시다온 기념일에 가볍게 오기좋아요,both
스시다온,씨엘모,"김태용 셰프님께 서비스 받았습니다
중간중간 음식설명도 해주시고 밥 양이나 와사비 양 등등 같은것도 디테일하게 신경써주시고 대화도 해주시며 즐거운 식사시간이 됐습니다!
이 가격에 이정도 서비스와 맛 구성이라니..
너무너무 만족하고 재방문의사도 당연히있거니와 주변사람들에게 다 소개해주고싶네요",both
스시다온,lub****,굿 굿,both
스시다온,룰루랄라라라라아,"남자친구 생일날 방문했던 곳!

음식도 음식이지만 요리사님께서 유쾌하게 대화 걸어주셔서 즐겁게 식사했습니다! 좋은 시간 만들어주셔서 감사해요ㅎㅎ",both
스시다온,아랑50,가성비 정말좋은 오마카세입니다! 맛도맛있고 쉐프분들도 친절하고 유머러스하세요~,both
스시다온,야미무무,"가성비.최고!!! 내부도 깨끗하고, 나오는 음식도 엄청 신선해서 비린내 하나도 안나고 맛있오요!!
특히 홍새우랑 후토마끼가 엄청 맛있었어용
오마카세 입문자도 부담없이 먹을 슈 있습니당",both
스시다온,눈이부시게90,너무 맛있어요 다음에 또 가야즤~! ,both
스시다온,soh****,이렇게 친절하게 대해주신 오마카세는 처음이였어요 🥰❣️ 스시 내어주실때 마다 자세한 설명과 함께 주셨고 오마카세 혼자 먹으러 간건 처음이였는데 너무 친절하게 말도 걸어주셔서 좋았어요 👍 물론 스시도 다 맛있었어요 ❤️,both
스시다온,92요다,맛있어요. 콜키지도 가능해서 좋아요. 런치 두번째 방문인데 구성괜찮아요. 다음에는 디너도 가볼게요.,both
스시다온,수울술,"오마카세 런치 3.9만원⭐️ 가성비 최강의 스시야에요!! 입문용 오마카세 스시야로 괜찮아요. 
런치지만 코스가 꽤 길어서 밥양을 조금만 해달라고 했는데도 배불렀어요. 
⭐️후토마키 맛집⭐️답게 시그니처인 후토마키가 가장 인상 깊었어요. 
정대만 사케를 잔술로 마셔볼 수 있어서 좋아요!",both
스시다온,뚱땅박하,"장점
1. 맛있음, 진짜 하나하나 맛이 좋음
2. 좋은가격, 요란하고 비싸기만한 오마카세가 아닌 적정가격으로 좋은제료와 맛 제공
3. 친절한셰프님, 다들유쾌하게 먹기좋고, 기념일대상자가 있을경우 소소한 챙김을 주심
단점
맛있어서 또 가고싶게함 ㅜㅜ",both
스시다온,dudtnwkd852,재료 하나하나가 너무신선하고 음식에 정성이 듬뿍 들어간게 느껴졌고 너무 맛있었습니다. 직원분들도 다 너무 친절하구요ㅎ 특별한날에 특별한사람들과 가는거 추천드립니다ㅎㅎ,both
스시다온,goe****,"남자친구와 기념일로 둘다 스시를 좋아하기두해서 
캐치테이블로 예약하고 찾아갔습니다! 스시를 만드는걸 눈앞에서 보면서 하나하나 설명을 들으며 먹을수있어 좋았고 손님 한명한명 소통하시면서 편안한 분위기 만들어주셨어요 ,, 너무 맛있는 스시를 먹은것 같아 이날 기분좋게 하루를 보냈습니다🤍✌️✌️",both
스시다온,푸포퐝,"가성비 맛 분위기 친절함 뭐 하나 빠질 것 없는 오마카세.
맘에 드는 키워드를 더 못쓰는게 아쉬울뿐..",both
스시다온,오하라116,갓성비 끝내주는 스시맛집..3만원의 행복입니다,both
스시다온,직설적먹부림,"오마카세 처음 접한게
스시다온이라 너무 행복합니다
유재현 쉐프님께 반할뻔했어요🫣
꼼꼼히 챙겨주시고
번거로우실텐데 설명도 잘해주시고
음식도 너무 맛있었어요

진챠 최고입니다👍",both
스시다온,밍 소,"테이블링으로 예약하고 갔어요!
사진이 뒤죽박죽 올라가서 순서는 뒤섞였네용🥲
사진 찍느라 음식 설명을 한 귀로 듣고 한 귀로 흘려 잘 기억은 안 나지만 사진들을 보니 음식 맛과 식감이 떠올라 다시 군침이 돌아요,,🥴
처음 접해보는 종류의 에피타이저부터 구성이 알찬 초밥들, 살짝 느끼해질 즈음 나오는 상콤한 디저트까지 너무 완벽한 코스였어요!❤️‍🔥
보온이 된 샤리로 만들어진 초밥은 처음 먹어봐서 신기했고, 평소 별로 좋아하지 않았던 트러플과 유자, 토마토마저 너무 맛있게 즐겼습니다!!😆
셰프님께서 음식 설명도 너무 잘 해주시고, 샤리나 와사비 양 조절을 개개인의 취향에 맞춰 주셔서 더 좋았어요🫶🏻
가성비도 넘치고, 눈과 입도 즐거워서 계속 생각날 거 같아요❤️‍🔥❤️‍🔥❤️‍🔥",both
스시다온,김다빈8014,특별한 날 좋은 좋아하는 사람과 좋은 시간 보내고 왔습니다💕 셰프님들이 너무 친철하시고 스시도 맛있었어요!! 츠마미도 맛있고 특히 후토마키랑 장어가 기억에 남네요ㅎㅎ 한가지 아쉬운건 생선 온도가 살짝 높아서 아쉬웠어요. 조금 더 낮은 온도면 더 맛있을거 같아요!!,both
스시다온,달달달18,맛있어요 ㅎㅎ,both
스시다온,알라뽕따이,오마카세 입문으로 너무 좋은 곳입니다! 기념일에 가기 너무 좋아요 🍀😽 ,both
스시다온,LEA75,엄마 모시고 가서 먹었는데 너무너무 행복해하셨어요! 담엔 아빠도 같이 모시고 가려구요,both
스시다온,주리주리주,스시오마카세치고 되게 저렴하고 가격대비 구성 괜찮음,both
스시다온,검나조아,부드럽고 맛있었어요!,both
스시다온,티카,최고의 식사였어요,both
스시다온,써니8406,"출산전 마지막 만찬 즐기고 왔어요
예약 치열한 곳이라 기대했는데 스시 맛있고 분위기도 좋네요 셰프님도 유쾌하시고 좋았어요~",both
스시다온,oooyyy,동네 퀄리티 좋은 맛집! 가격도 좋고 특별한 날 가기 좋아용,both
스시다온,유333,가성비 좋고 맛있고 엄청 친절하세요. 소심해서 대화는 잘 못했지만 적당히 맛있나 살펴주시고 말걸어주셔서 불편하지 않았고 😅 좋았어요!😀,both
스시다온,dream0519,"가성비 최고입니다. 기념일에 가기 좋고 친절해서 더 좋았습니다. 또 예약해서 갈거에요. 스시 다 맛있었고 설명이 더해지니 더 맛있었습니다. 눈 호강, 귀호강, 입 호강 삼박자가 딱 맞았습니다.",both
스시다온,뭉치짱아,"사진이 다 안올라오네요  
39,000원 런치에 18가지라니 이게 말이되나요 
진짜 가성비 최고네요. 
동네이지만 예약하기가 힘들어 첨와봤어요 
쉐프님 친절하시고 유머까지 센스있으세요 
디너도 한번 가볼만 할거 같아요",both
스시다온,쯔키86,늘 특별한 경험을 합니다. 매번 다른 사람과 가는데 모두 만족도가 높습니다. 진짜 맛있고 너무 친절합니다. 다들 가세요 ㅎㅎ,both
스시다온,우다다다김땅콩,특별한날 기분좋게 식사하고 왔습니다:) 실장님 유머있으셔서 시간 가는지 몰랐어요 .무엇보다 재료가 신선하고 가격대비 퀄리티 좋은 오마카세를 맛보고 왔습니다👍❤️,both
스시다온,ljo6088,국,both
스시다온,라니애옹,기념일에 잘 다녀왔습니다!,both
스시다온,민초몬,"가성비 좋은 스시오마카세입니다 
오마카세 입문하시는분들 추천 드립니다",both
스시다온,쯔키86,노원에서 제일 맛있는 오마카세라고 생각합니다. 처음 생긴 집이기도 하고요. 갈 때마다 너무 맛있게 먹고 오네요. 매번 가고 싶은 맛집이예요. 여기서 먹으면 집근처 초밥집에선 맛없어서 못 먹어요... 다들 가보세요. 테이블링에서 예약하면 됩니다.,both
스시다온,리비유모온스터무난구기,맛있게 잘 먹었습니다. ,both
스시다온,LEA75,"17가지 종류가 적절한 속도로 나왔고 친절하게
설명도 해주셔서 한시간이 금방 갔어요
기념일이라 예약하고 갔는데 만족했습니다🩵",both
스시다온,치킨24,"계란찜, 타마미소 회무침, 매실에 절인 토마토랑 치즈, 광어, 참돔(이후에는 정확히 기억 안 나네요ㅠ), 관자, 장어, 우동, 후식으로 나온 애플민트 샤베트? 모두 다 맛있었습니다!! 되게 잘 먹고 왔어요 되게 친절하게 말씀해주셔서 좋았고 제가 기억을 잘 못하긴 했지만 요리들에 대해 자세히 설명해주셔서 좋았어요!",both
스시다온,jyj****,넘 친절하시구 맛도 좋아요!!!😊😊😊,both
스시다온,엘비1790,"두 번째 방문입니다:)
가성비 짱짱 오마카세집!!
",both
스시다온,모카요거트사줘,스시오마카세는 처음 가봤는데 메뉴구성 너무 알차고 맛있었어요 셰프님도 친절하셔서 좋은 식사되었습니다 집에선 멀지만 재방문할만한 식당인 것 같아요!,both
스시다온,룰류랄라1004,쉐프님 최고👍🏻 너무 친절하시고 나이스하십니다💙,both
스시다온,괴도14 12,"눈이와서 10분정도 늦었는데 다행히 받아주셔서🥲 잘먹고왔어요. 가격대비 훌륭한 런치였어요. 
일단 매장도 깨끗하고 음식 준비과정도 청결해서 믿음직스러웠어요
스시도 신선하고 친절하게 설명도 자세히 하나하나 해주세요. 물론 듣자마자 저는 잊어버리는 스타일이지만😖
부족한것은 없는지 계속 신경써주시는 서비스가 좋았어요. 맛도 맛이지만 서비스에 감동했어요!
동생이 가자고 예약해둔곳이었는데 기대없이갔다가 의외의 맛집을 찾았어요! 또 생각날것같아요 
아마도 조만간 재방문할것 같아요!!",both
스시다온,예슐랭 가이드,파인 다이닝에서는 배부를 정도로 먹기 어렵다는 인식을 깨 주는 가성비 오마카세에 디너로 다녀왔습니다. 조용하고 정적인 분위기에서 먹는 느낌은 절대 아니고 유머러스한 셰프님과 의사소통이 식사시간 내내 이루어집니다. 내향적인 분은 기가 빨릴 수도 있어요. 저렴한 가격에 좋은 품질의 스시를 먹을 수 있어 좋았습니다. 가격 인상 뒤에 주류 필수 주문이 아니게 되어 술을 마시지 않는 저에게는 이것도 플러스 요인 중 하나였네요.,both
스시다온,은 별,좋아요 ,both
스시다온,밍지8170,처음 나오는 에피타이저 너무 맛있었어요!! 노래가 잔잔해서 살짝 졸려요..ㅋㅋㅋ,both
스시다온,보라공주0609,"매장이 아담하고 깨끗해요
셰프님이 친절하게 음식설명을 잘해주시고
생선도 신선하고 맛있어요
가격대비 퀄리티도 좋고 음식구성도 좋아
만족합니다",both
스시다온,가비영,맛있어요 ,both
스시다온,ban****,"  맛있어요    즐거운저녁 식사시간이 되었어요 
술도 잔으로 판매해서  여러가지맛보기도좋고  
만들어주시는   분도 윗트있고  친절하시고 좋아요!!",both
스시다온,유유우우림,"크으  맛도 분위기도 너무 즐거운 식사였어요!!
입맛 까다로운 엄마도 맛있다고 하셔요~  가격 대비 최고에요~~  조만간 또 가려구요 :)",both
스시다온,먹사모1기,"오마카세로 배터지게 먹을 수 있을 줄 몰랐어요...
진짜 먹으면서 계속 주접 떨었눈데 셰프님이 하나하나 놓치지 않고 섬세하게 들어주셔서 민망+갬동ㅠ
사진 잘나오게 찍는 방법도 알려주시고 명품 손 연기도 감사합니다🥺
적게 일하고 많이 버세요><",both
스시다온,노아공주왕자,"진짜 너무 맛있어요. 
엄마도 맛있대요!!",both
스시다온,흰둥이흰둥이이,예약 박터지는 곳! 가성비 좋구 맛도 너무 좋아요!,both
스시다온,eun****,굿,both
스시다온,hyesung75,"주류 필수가 아니어서 좋네요.
음식도 다 맛있었어요.",both
스시다온,깡수s2,남편 생일날 방문! 주차공간이 따로없다고해서 술도 마실겸 대중교통타고 방문. 역에서 멀지않아서 좋았다:) 가격대비 넘 배부르게 맛있게 잘 먹고온 스시다온!❤️ 담에 또 방문예정ㅎㄹ,both
스시다온,HJ맘0815,너무맛있고 가격도 착해여,both
스시다온,LiaK,가성비 좋았어요! 기념일 좋은 추억 남기고 갑니다 🫶🏻,both
스시다온,com4001,가보세요!,both
스시다온,용쏭714,"친절하고 맛있어요!
입맛에 맞게 고추냉이 조절도 해주시고
가성비 좋은 오마카세같아요",both
스시다온,kimu0305,"
1.트러플 차와무시 
2.타코야와카니(일본식 문어조림)
따스하게 온도가 딱 좋아습니다
3.삼치 지중해 농어 방어 뱃살.
잘숙성된 사시미 한점한점이 매우 훌륭
4.전복찜 게우소스
5.아게모노
6.가을 단감어 두부와 미소로 시라애를 곁들
7.참돔 (실파) 2일숙성 레타
8.시마아지(줄무니전갱이)
9.제주갈치
10.앙키모 (아귀간)스시김 
11.학꽁치 (사요리)다시마 숙성
12.오도로 참치 대뱃살
13.네기도로. 중뱃살. 생감태 파 단무지
14. 메지마구로 (동해산참치)
15.아지(전갱이) 시소실파.
16사바보우스시(고등어붕초밥) 
17.아마애비  우니 달달한 우니우니 
18.후또마끼 우니 
19.아나고  ^^
20.고토우동
21.교쿠. 마새우기타등등
22.밤 아이스크림",both
스시다온,쪼이13,"청결하고, 신선하고, 맛도 좋아요.
정말 배부르게 먹고 왔어요^^
최규원셰프님의 친절한 음식설명
덕분에 더욱 맛있게 느껴진 것 같습니다.
특별한 날 가기 좋은 것 같아요.
(저는 오늘 생일^^) 다만...
브레이크타임 직원분들이 가게 앞에서
흡연 하신 모습만 못 봤더라도,
100% 만족이었을텐데, 아쉽네요ㅠㅠ",both
스시다온,asdf8730,스시가 신선하고 맛있어요!오마카세 초심자분들도 가기 좋을것같아요,both
스시다온,감탄해,생일 기념으로 방문하였는데 코스 구성도 너무 좋고 음식도 신선하고 맛있었습니다. 셰프님들께서 정성들여 준비하여 주셔서 기억에 남는 식사였습니다.,both
스시다온,mintya,"맛있어요
",both
스시다온,하마하마hamahama,엄마 모시고 갔는데 너무 맛있게 먹었어요 가성비도 좋고 양도 충분했습니다 완전 추천이요!!👍👍👍,both
스시다온,이자벨라18,디너로 이용했구요. 콜키지도 합리적이고 가성비 또한 너무 좋은 오마카세!! 여기 샤리 작게 잡아도 배부름 주의 ㅎㅎㅎ 친절하신 직원분들로 기분좋은 식사였어요!! ,both
스시다온,나으리5,굿,both
스시다온,팽자몽,3번째 방문인데 메뉴도 정말 다양하게 준비되어있고. 사장님도 너무 너무 친절하세요!!,both
스시다온,맛탱뤼,"가성비 좋아요! 노원구의 축복이라하죠~
가격이 올라서 약간 아쉽지만 물가인상이니까~ 
감안해도 만족스러운 곳이에요. 특히 아귀간 들어간 밥? 이랑 그 쫄깃한.. 따로 숙성한 생선 (이름이 기억안남 ㅠ) 이 맛나요. 가성비라 엥콜초밥은 없으니 참고요~",both
스시다온,끼군,맛나게 잘먹었습니다 오늘 밥이 좀 설 익은게 몇번 있었는데 그거 빼고는 다 좋았네요 그리고 마지막에   후토마끼에 시소잎은 저는 불호 에요 ,both
스시다온,꿀꿀그램,"음식도 맛있고 하나하나 친절히 설명해 주셔서 편안한 분위기에서 식사할 수 있었습니다 ~ 
",both
스시다온,춘집사,런치 먹어보고 디너 재방문 했어요 런치보다 확실히 다양한 메뉴가 나와서 먹는 즐거움이 더 있었어요👍 김재호 셰프님 개그🤭👍,both
스시다온,테 리,언제나 믿고 가는 다온입니다 :),both
스시다온,신정원39,"성북구의 축복이라고 불릴만해요
이정도 가격에 횟감이 가능할까 싶네요 정말 마진이 없는 구성... (구성이 좋다는뜻)
접객서비스가 프라이빗하지못해서 아쉬웠다는 평이 꽤 있었는데 저는 셰프님과 가벼운 얘기를 많이 할 수 있어서 오히려 더 좋았어요
재방문의사 10000퍼센트 또 갈께요",both
스시다온,댠댠e,가격도 저렴한데 퀄리티와 디테일이 살아있는 맛집👍 처음부터 끝까지 만족하면서 즐겁게 먹고 왔어요! 다음에 또 가려구요 만족 만족,both
스시다온,신아연57,좋아용,both
스시다온,은향씨,이 동네 최고입니다. 너무 즐거운 시간이었어요,both
스시다온,꼬밍이랑마루,초밥이 정말 맛있어요😀,both
스시다온,카사,1타임당 수용인원이 많네요,both
스시다온,eskimo,너무맛있어요!!!동네최강,both
스시다온,춘집사,"스시 오마카세는 처음이었는데 김재호 셰프님 재밌으셔서 즐겁고 맛있게 먹었습니다. 에피타이저, 스시, 디저트까지 안 맛있는 게 없었어요. 오마카세는 비싸고 방문하기 쉽지 않겠다라는 편견이 있었는데 합리적인 가격에 편하게 먹을 수 있는 곳이 있어 너무 좋네요 다음엔 디너 예약해서 방문 하겠습니다 :)",both
스시다온,먹낙이니까,극강의 가성비 맛집이라는 타이틀에 걸맞는 집:) 앞으로도 자주 방문할 수 있고 계속 발전할 수 있길 기대해보게 되는 곳,both
스시다온,rmememr,"매실토마토두부크림치즈가 젤 맛낫어요
기대가 커 실망도 크네요",both
스시다온,지아는 맛있는 게 좋아,"스시 오마카세를 입문하고픈 분께 강추하는 스시다온 ෆ 엔트리급 스강신청으로 유명한 스시다온은 가성비가 엄청 흘러내립니다 아주.. 그래서 입문자에게 더더욱 좋아요 ! 서버 분들도 오마카세 경험이 처음인지 물으시는데 그만큼 입문자들이 많이 오신대요
이날 게우소스, 봉초밥, 후토마끼, 단새우가 너무 먹고싶었는데 전부 맛봐서 댕행복 ! 엔트리급에선 보기 힘든 재료들도 등장해서 좋았습니다
서버 두 분이 진행하시는데 지정해도 되고 아니면 앉고 싶은 곳 앉아도 됩니다 입담이 더 좋을 것 같은 서버 분 앞을 차지해보세요 ><
이곳의 팁은 기념일이나 생일에 방문하기 ! 그럼 후토마끼에 안키모나 단새우를 올려서주세요 생일자는 다 올려줌
제 최애는 안키모랑 브란지노였어요 진짜 둘다 입안 강타하고 사라짐 아 교꾸도 맛있음 !!",both
스시다온,팽자몽,"처음이라서 런치로 방문했는데 혼자 가서도 엄청 잘 챙겨주시고 너무 좋았어요!! 
생일때 디너로 예약하려고 대기타고 있습니다!  재방문 의사 완전 있어요!!! ",both
스시다온,abc991,오마카세 가성비있게 잘 먹었음,both
스시다온,톨z,런치로 먹었는데 잘 먹고왔습니다! 오마카세 입문용으로 좋은 것 같아요! ,both
스시다온,mou****,가성비 너무 좋고 매장이 너무 이뻐요,both
스시다온,ks1****,재방문. 음식 종류별 너무 맛있어요. 강추합니다 ,both
스시다온,크릭서스89,"생일 맞이해서 부모님 모시고 동생이랑 갔는데 너무 맛있게 잘 먹고 왔네요 맛있었어요 진짜
생일이라고 후토마끼에 단새우랑 우니까지 올라가니 맛이 엄청 풍부하더라고요 
완벽하게 한입에 넣기에는 조금 힘든 감이 없잖아 있었지만 진짜 jmt 였어요! 👍 
그리고 식사내 셰프님의 설명과 입담이 좋았습니다
스시 다온 가성비 정말 좋고요
좋은 시간 보내고 갑니다!!! 
",both
스시다온,생기빵빵,"일단 한시간 반이라는 식사시간이 아쉬울정도로 금방 지나가 버립니다. 
셰프님의 전문적이고 친절한 음식 설명도 들으면서 즐거운 토크도 나누며 식사하다 보면 시간이 훌쩍 지나가버린답니다.
물론 음식도 전체적으로 다 맛있고
구성도 훌륭하고 가성비 또한 엄지척이랍니다. 개인적으로 스시다온이라 쓰고 스시 오마카세의 일인자라고 읽고 싶어지는 곳이랍니다^^~  누구와 함께 가도 칭찬받을수 있는 곳입니다!",both
스시다온,박one,"예약할때 김재호 셰프님 지정해서 예약했고,
역시나 오늘도 셰프님 입담에 즐거운 디너 였습니다✨
",both
스시다온,찐맛집다내꺼,"진짜 최고의 갓성비 .. 
",both
스시다온,쯔키86,진짜 맛있어요. 아귀간 아직도 생각나요. 더 먹고 싶어요ㅠㅠㅠ,both
스시다온,박one,언니 생일을 기념해서 첫 오마카세 도전인데.. (생선 초밥을 태어나서 처음 먹어봄) 와사비 빼달라고 부탁해서 간장 양념으로만 먹었지만 전체적으로 아주 좋았습니다! 김재호 셰프님의 입담 덕분에 즐거운 식사 였어요✨ 다음번엔 디너 예약하고 방문 하겠습니다💛,both
스시다온,AnP,"남자친구가 기념일이라고 예약해서 가게된 첫 오마카세였습니다! 거두절미하고 정말, 너무나 완벽하게 행복했전 시간이였어요. 셰프님의 적절한 농담에 즐기며 먹을 수 있었고, 어떻게 먹어야 맛있는지 알려주셔서 눈과 입이 즐거운 식사가 될 수 있었습니다. 제일 맛있었던건 개인적으로 삼치초밥이였어요. 구운 삼치도 부드럽지만, 삼치초밥은 처음 먹어봤는데 입안에서 담백하게 녹더라구요ㅠㅜ 기념일이라 받은 후토마키 꼬다리도 정말 맛있었어요! 비록 가기엔 조금 많이 먼 거리였지만, 남자친구에게 데리고 와줘서 고맙다고 했네요! 맛있는 음식 만들어주셔서 정말 최고로 행복한 시간이였습니다 😊",both
스시다온,지건우71,후토마끼가 진짜 맛있어요,both
스시다온,테 리,점심식사로 맛있게 먹었습니다. 간이 전반적으로 약한 편이라 제 취향에 맞아서 좋습니다.,both
스시다온,꼬르륵르,맛도 좋고 초밥 하나 하나 다 설명도 해주세요! ,both
스시다온,thg****,매우만족합니다. 너무 친절하세요 ,both
스시다온,뱀2729,"너무 친절하고 맛있었습니다~~~
다음에 재방문 또 할게요 ^^
후토마키 꼬다리 서비스도 감사합니다",both
스시다온,FANCYLOG,"[☝🏻 런치 순서대로 사진 업로드 했어요!] 
석계역의 축복.., 스시다온 런치 다녀왔습니다,

3만원대 오마카세라니 기대를 안하고 가볍게 다녀왔다가 여운이 아직도 가시질 않아요 🫢

일단 식재료 좋은 거 쓰시고 정성이 들어간 게 눈으로 혀로 느껴집니다! 

구성도 완벽했다고 생각하구요 저는 에비스 맥주와 함께 먹어서 중간에 밥양 조절을 부탁드려서 사진 속 샤리양이 일정치 않네요!

셰프님이 유쾌하면서도 편안하게 해주셔서 오마카세 입문자들은 물론, 맛으로도 애호가들까지 사로잡는데 충분한 것 같아요!

특히 잔가시 모두 제거한 청어, 붕장어 개인적으로 베스트 였구요! 고토면을 사용한 우동도 기억에 남아요! 

재방문은 물론이고, 누구든 자신있게 데리고 가고싶은 맛집, 최고! 🫶🏻",both
스시다온,wel****,남편생일이라 빈자리알림으로 후딱 예약해서 방문한 곳인데 후기대로 배불리 먹고 왔어요. 먹으면서 맛있다고 생각했던 메뉴들 사진으로 올려봅니다. 가성비 좋네요. 잘 먹었습니다:),both
스시다온,rmr****,오미카세 즐기고 왔어요 ,both
스시다온,FD46,"일년만에 다시 찾은 다온

더 맛있어졌어요 ^^",both
